property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,Latitude,Longitude
flat,ss,sector 85,2.17,7717.0,4,4,3,7.0,Relatively New,2600.0,1,1,0,1,0,2,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ireo the corridors,sector 67a,1.85,9531.0,3,4,3,4.0,New Property,1941.0,1,0,1,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
flat,godrej summit★,sector 104,0.85,6894.0,2,2,3,12.0,Relatively New,1233.0,1,0,0,0,1,2,61,"28.4788° N, 76.9960° E",28.4788,76.996
flat,emaar mgf palm hills★,sector 77,1.25,8621.0,3,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,2,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,vatika gurgaon ★,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,1950.0,0,1,0,0,0,2,35,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,siddhartha apartment,sector 95,0.72,3664.0,3,3,2,4.0,Relatively New,1800.0,0,0,0,0,1,2,21,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar gurgaon greens★,sector 102,1.38,13490.0,3,3,3,6.0,Relatively New,1315.0,0,1,0,0,0,1,128,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip leaf,sector 69,2.06,11388.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,2,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf apartment,sector 17,2.5,7143.0,4,4,3+,2.0,Old Property,3167.0,1,1,0,1,0,1,16,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,experion windchants★,sector 112,3.65,12310.0,3,4,3+,14.0,Relatively New,2225.56,0,1,0,0,0,1,150,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4,4,3,9.0,Moderately Old,10000.0,0,1,0,0,0,2,35,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,dlf the ultima★,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,1800.0,0,1,0,0,0,0,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ild greens★,sector 37c,0.95,9223.0,2,2,3+,11.0,Relatively New,1179.0,0,0,1,1,0,1,119,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,mm sierra,sector 68,1.2,9002.0,2,2,3,1.0,Relatively New,982.0,0,0,0,0,0,0,76,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,krrish provence estate,sector 12,7.5,7500.0,5,6,3+,23.0,Relatively New,9050.0,0,1,0,1,1,2,49,"28.4723° N, 77.0320° E",28.4723,77.032
flat,emaar mgf emerald floors premier★,sector 65,2.29,13879.0,3,4,3+,2.0,Relatively New,1650.0,1,1,0,0,0,0,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,ramsons kshitij★,sector 95,0.4,649.0,3,2,2,6.0,Relatively New,6165.0,0,0,0,0,0,2,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,ansal api sushant estate★,sector 52,0.29,1289.0,1,1,0,0.0,Moderately Old,2250.0,0,0,0,0,0,1,49,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,ambience creacions,sector 22,2.79,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,0,158,"28.5072° N, 77.0640° E",28.5072,77.064
flat,sare homes,sector 92,0.65,4587.0,3,3,2,3.0,Relatively New,1417.0,0,0,0,0,0,2,6,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,suncity vatsal valley,sector 12,1.38,9650.0,3,3,2,1.0,Relatively New,1294.0,0,0,0,0,0,1,151,"28.4723° N, 77.0320° E",28.4723,77.032
flat,smriti apartment,sector 56,0.6,1111.0,1,1,1,2.0,Moderately Old,543.0,0,0,0,0,0,2,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,alpha corp gurgaonone ★,sector 84,1.2,9449.0,2,2,1,6.0,Relatively New,1149.0,0,0,0,0,0,2,13,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sobha city,sector 108,2.1,13972.0,2,2,2,3.0,Under Construction,1250.0,0,0,0,0,0,2,74,"28.5134° N, 76.9830° E",28.5134,76.983
flat,pivotal devaan,sector 84,0.34,648.0,2,2,1,3.0,Relatively New,533.0,0,0,1,0,0,2,75,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,smart world gems,sector 89,0.88,7978.0,2,2,0,2.0,New Property,1103.0,0,0,0,0,0,2,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,0,1,0,0,1,120,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,bestech park view sanskruti★,sector 92,1.55,7568.0,3,4,3,16.0,Relatively New,1805.0,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regal gardens★,sector 90,1.17,6709.0,3,3,3,15.0,Relatively New,1630.0,0,0,0,0,0,1,136,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,mm sky lofts,sector 71,1.0,1277.0,1,1,1,9.0,Moderately Old,483.0,0,0,0,0,0,2,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,mm woodshire★,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,godrej aria★,sector 79,1.7,7427.0,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,2,81,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tata primanti★,sector 72,3.21,16050.0,3,4,3+,15.0,Relatively New,2140.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,birla navya,sector 63a,3.7,15417.0,3,3,3+,1.0,Under Construction,2400.0,0,0,0,0,0,2,72,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,ireo the corridors,sector 67a,1.8,9370.0,3,3,2,3.0,New Property,1551.0,1,0,1,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ss the leaf★,sector 85,1.1,6318.0,2,2,3+,3.0,Relatively New,1464.0,0,0,1,0,0,2,143,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,orchid petals★,sector 49,4.21,11836.0,5,6,3+,14.0,Relatively New,3219.0,0,1,0,1,0,2,35,"28.4121° N, 77.0480° E",28.4121,77.048
flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,2600.0,0,1,0,0,0,2,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,tata primanti★,sector 72,3.25,10545.0,3,3,3,2.0,Moderately Old,2986.0,0,1,0,0,0,2,94,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,maruti vihar colony,sector 28,0.95,8887.0,2,1,1,1.0,Old Property,1069.0,0,0,0,0,0,2,59,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,imperia the esfera,sector 37c,0.95,5702.0,2,2,0,17.0,Under Construction,1666.0,0,1,0,0,0,2,66,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,umang monsoon breeze,sector 78,1.1,5055.0,3,3,3+,9.0,Old Property,2176.0,0,1,0,0,0,2,80,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,la vida by tata housing,sector 113,1.85,11716.0,3,2,2,7.0,New Property,1429.0,0,0,0,0,0,2,13,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,indiabulls centrum park★,sector 103,1.35,7542.0,3,3,3+,3.0,Relatively New,1620.0,1,0,0,0,0,1,168,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ats tourmaline★,sector 109,1.4,8000.0,3,3,3+,9.0,Relatively New,1584.0,0,0,0,0,0,2,95,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,maruti vihar,sector 28,1.0,9091.0,1,1,1,1.0,Old Property,995.0,1,0,0,1,0,1,80,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,the close north★,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2470.0,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,the ivy,sector 56,6.0,15765.0,4,5,3,2.0,Old Property,3806.0,0,0,0,0,0,2,0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,2,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,raheja revanta,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1467.0,0,0,0,0,1,2,39,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,eros wembley estate★,sector 50,1.4,10174.0,3,3,2,9.0,Relatively New,1245.0,0,0,1,0,0,1,117,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ramprastha primera,sector 37d,1.08,6000.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,0,0,2,158,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,godrej icon,sector 88a,1.75,1384.0,3,3,3+,6.0,New Property,12645.0,0,0,0,0,0,2,55,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,mm golfestate★,sector 65,5.9,17481.0,3,3,3,18.0,Relatively New,3043.0,1,1,0,0,0,2,76,"28.4030° N, 77.0690° E",28.403,77.069
flat,pareena coban residences,sector 99a,1.3,6510.0,3,3,0,16.0,New Property,1997.0,0,0,0,0,0,2,0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,shree vardhman mantra★,sector 67,0.56,778.0,2,2,1,8.0,New Property,7200.0,0,0,0,0,0,2,65,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,mm skywalk,sector 74,1.78,12500.0,2,2,3+,12.0,Relatively New,1424.0,0,0,0,0,0,2,0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,tata primanti★,sector 72,4.0,13769.0,4,5,3+,9.0,Relatively New,2800.0,0,1,0,0,0,1,165,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,mm heights,sector 65,2.29,15980.0,2,2,3,8.0,Under Construction,1433.0,1,0,0,0,0,2,15,"28.4030° N, 77.0690° E",28.403,77.069
flat,supertech araville,sector 79,0.71,6063.0,2,2,3+,17.0,New Property,1280.0,0,0,0,0,1,2,53,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,orchid petals★,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1840.0,0,0,0,0,1,2,40,"28.4121° N, 77.0480° E",28.4121,77.048
flat,kendriya vihar★,sector 56,0.47,863.0,1,1,1,3.0,Old Property,5445.0,0,0,0,0,0,1,52,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,rof ananda,sector 95,0.38,656.0,3,2,1,2.0,Relatively New,5796.0,0,0,0,1,0,1,66,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,vatika india next★,sector 82,0.8,6426.0,2,2,3,9.0,Relatively New,1245.0,0,0,0,0,0,2,0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,suncity vatsal valley,sector 12,1.53,10699.0,3,3,3,2.0,New Property,1430.0,0,0,0,0,0,1,117,"28.4723° N, 77.0320° E",28.4723,77.032
flat,tulip violet★,sector 69,1.3,8447.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,1,94,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf regal gardens★,sector 90,1.27,5498.0,3,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,2,72,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,unitech the palms,sector 41,2.75,16768.0,3,3,2,14.0,Old Property,1640.0,0,0,0,0,0,0,79,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,brisk lumbini terrace homes,sector 109,1.38,6339.0,3,3,1,4.0,Moderately Old,2177.0,0,0,0,0,0,2,20,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,siddhi vinayak apartments,sector 55,1.44,9600.0,3,3,2,6.0,Moderately Old,1700.0,0,0,0,0,1,1,47,"28.4281° N, 77.1100° E",28.4281,77.11
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,21.0,Moderately Old,1550.0,0,0,0,0,0,2,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika city★,sector 49,1.85,10577.0,3,3,1,7.0,Moderately Old,1471.12,0,0,1,1,0,2,158,"28.4121° N, 77.0480° E",28.4121,77.048
flat,the cocoon,sector 12,2.0,13333.0,3,3,3,5.0,New Property,1357.0,0,0,0,0,0,2,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1508.0,0,0,0,0,0,2,101,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,dlf the skycourt,sector 86,1.54,9222.0,3,3,3+,15.0,Relatively New,1780.0,0,1,0,0,0,2,174,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,gls avenue,sector 92,0.39,675.0,3,3,3+,6.0,Relatively New,5778.0,0,0,0,0,0,2,104,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,signature global synera★,sector 81,0.5,876.0,2,2,1,11.0,New Property,5706.0,0,0,0,0,0,0,97,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,godrej aria★,sector 79,1.3,8844.0,2,2,2,7.0,Relatively New,1330.0,1,0,0,0,0,1,116,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,emaar mgf the enclave,sector 66,1.9,10556.0,3,4,2,8.0,Relatively New,1850.0,0,1,0,0,0,1,174,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,supertech araville,sector 79,1.1,5641.0,3,3,3,1.0,Relatively New,1950.0,0,0,0,0,0,1,106,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ramprastha skyz,sector 37d,1.0,4943.0,3,5,3,11.0,Under Construction,1833.0,0,1,0,0,1,2,8,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,raheja atlantis★,sector 31,5.5,18688.0,4,5,3+,1.0,Relatively New,2663.0,1,1,0,1,0,2,81,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,dlf regency park ★,sector 28,2.3,11819.0,3,3,3,7.0,Moderately Old,1946.0,0,1,0,0,0,2,117,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,puri the aravallis,sector 61,3.9,33220.0,3,4,3+,33.0,Under Construction,1174.0,0,1,0,0,0,2,158,"28.4050° N, 77.0963° E",28.405,77.0963
flat,vatika sovereign park,sector 99,3.25,9673.0,4,4,3+,2.0,New Property,3041.0,0,1,0,0,0,2,123,"28.4640° N, 76.9614° E",28.464,76.9614
flat,samaspurkunj,sector 17,0.55,5238.0,2,2,0,5.0,Relatively New,1050.0,0,0,0,0,0,2,36,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,vatika sovereign next sector-a gurgaon,sector 82a,2.91,6700.0,4,4,3,6.0,Under Construction,3902.0,1,1,1,0,0,1,79,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,orris aster court premier,sector 85,1.25,5896.0,3,4,2,5.0,Relatively New,1900.0,0,1,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shree vardhman victoria★,sector 70,1.64,8410.0,3,5,3,8.0,Relatively New,1527.0,0,1,0,0,0,2,126,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,la vida by tata housing,sector 113,2.35,13352.0,3,4,3,3.0,Relatively New,1930.0,0,1,0,0,0,2,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,emaar mgf palm hills★,sector 77,1.65,8462.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,2,100,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,pioneer araya★,sector 62,9.95,20996.0,4,6,3,12.0,Relatively New,3933.0,0,1,0,1,0,1,138,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,bptp terra★,sector 37d,1.65,8791.0,3,3,2,15.0,Relatively New,1699.0,0,0,0,0,0,2,116,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,bestech park view spa next★,sector 67,2.7,11489.0,4,4,3+,9.0,Moderately Old,2127.0,0,1,0,1,0,1,149,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,shapoorji pallonji joyville gurugram★,sector 102,2.5,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,0,0,2,151,"28.4750° N, 76.9715° E",28.475,76.9715
flat,emaar mgf emerald floors premier★,sector 65,2.0,12121.0,3,3,3,1.0,Relatively New,1650.0,0,1,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
flat,ramprastha the edge towers★,sector 37d,0.8,5797.0,2,2,3,2.0,Relatively New,1300.0,0,0,0,0,0,2,78,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,mm heights,sector 65,2.5,13602.0,3,3,3,19.0,Under Construction,1654.0,0,0,0,0,0,2,0,"28.4030° N, 77.0690° E",28.403,77.069
flat,pareena coban residences,sector 99a,1.08,6626.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,2,49,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,sare homes,sector 92,1.18,5207.0,4,4,3,8.0,Relatively New,2266.0,0,1,0,0,0,2,108,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mm skywalk,sector 74,1.47,10954.0,2,2,3,26.0,New Property,1281.0,0,0,0,0,0,1,31,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,dlf the ultima★,sector 81,2.34,11185.0,3,4,3+,14.0,Relatively New,1760.0,0,1,0,0,0,0,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,rof ananda,sector 95,0.37,638.0,3,2,1,6.0,Relatively New,5796.0,0,0,0,1,0,1,72,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,ramsons kshitij★,sector 95,0.33,434.0,2,2,1,14.0,New Property,694.0,0,0,0,0,1,1,79,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,lord krishna,sector 12,2.7,8571.0,4,3,3,6.0,Relatively New,3150.0,0,0,0,0,0,2,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ild greens★,sector 37c,0.75,5245.0,2,2,3+,13.0,Relatively New,1430.0,0,0,0,0,0,2,0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,shree vardhman flora★,sector 90,0.7,5385.0,2,2,3,13.0,New Property,1176.0,1,0,0,0,0,2,15,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,vatika gurgaon ★,sector 83,1.12,6455.0,3,3,2,4.0,Relatively New,1200.0,1,1,1,1,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sare green parc phase,sector 92,1.1,6875.0,4,3,2,12.0,New Property,1600.0,0,0,0,0,0,2,15,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2685.0,0,1,0,0,0,2,31,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,ireo skyon★,sector 60,2.65,13125.0,3,4,3+,7.0,Moderately Old,2037.0,0,1,0,0,0,1,152,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,tulip violet★,sector 69,1.4,8838.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,0,0,2,95,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,eden landmark,manesar,0.5,3846.0,2,2,0,7.0,Under Construction,1300.0,0,0,0,0,0,2,0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,mm merlin★,sector 67,2.65,12946.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,shree vardhman flora★,sector 90,0.66,5077.0,2,2,3,4.0,Relatively New,1122.0,1,0,0,0,0,2,119,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,vipul world floors,sector 48,4.3,13871.0,4,5,3+,4.0,New Property,3100.0,1,1,0,1,0,2,88,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf regal gardens★,sector 90,1.78,8040.0,4,4,3+,12.0,Relatively New,2005.0,0,0,0,0,0,2,61,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,conscient heritage max★,sector 102,2.2,10237.0,3,4,3+,9.0,Moderately Old,1945.0,1,1,0,0,0,2,125,"28.4750° N, 76.9715° E",28.475,76.9715
flat,the close north★,sector 50,2.97,11401.0,3,3,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,the close south★,sector 50,3.25,12810.0,3,4,3+,4.0,Old Property,2537.0,0,1,0,0,0,1,135,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,signature global solera★,sector 107,0.28,631.0,2,2,2,11.0,Relatively New,4437.0,0,0,0,0,0,2,29,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,professors enclave cghs,sector 56,1.54,8324.0,3,3,2,6.0,Old Property,1920.0,0,1,0,1,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,essel tower,sector 28,2.2,12500.0,3,4,3+,3.0,Moderately Old,1760.0,0,1,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,tulip violet★,sector 69,1.76,9514.0,3,4,2,0.0,Relatively New,1674.0,0,0,0,0,0,2,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ramsons kshitij★,sector 95,0.17,544.0,1,1,1,12.0,Relatively New,3125.0,0,0,0,0,0,2,56,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,shree vardhman victoria★,sector 70,1.65,8462.0,3,4,3,1.0,Relatively New,1586.0,0,1,0,0,0,0,167,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,vipul lavanya★,sector 81,0.64,5263.0,2,2,3,12.0,Relatively New,1216.0,0,0,0,0,0,1,93,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,breez global heights,sector 36,0.24,647.0,1,1,1,8.0,New Property,3708.0,0,0,0,0,0,2,57,"28.4160° N, 76.9914° E",28.416,76.9914
flat,godrej icon,sector 88a,1.31,8101.0,2,2,3+,3.0,Relatively New,1463.0,1,0,0,0,0,2,102,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,emaar mgf palm hills★,sector 77,1.55,7949.0,4,4,3+,2.0,Relatively New,1800.0,1,1,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,signature global solera★,sector 107,0.28,636.0,2,2,2,10.0,Relatively New,4401.0,0,0,0,0,0,2,38,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,mm woodshire★,sector 107,1.15,7497.0,2,2,3,0.0,Relatively New,1281.0,1,0,0,0,0,2,29,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,mm skywalk,sector 74,1.4,9831.0,2,2,2,17.0,New Property,1289.0,0,0,0,0,0,1,167,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,bptp terra★,sector 37d,1.45,8007.0,3,3,3,8.0,Relatively New,1711.0,0,0,0,0,0,2,149,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,vatika gurgaon ★,sector 83,0.98,8167.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,dlf the ultima★,sector 81,2.25,10553.0,3,3,3+,6.0,New Property,1929.0,0,1,0,0,0,0,168,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,shri banke bihari society★,sector 56,1.35,9643.0,3,3,3+,4.0,Old Property,1450.0,0,0,0,0,1,1,174,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sare green parc phase,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,2,29,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,orchid petals★,sector 49,4.16,11699.0,5,4,3+,14.0,Relatively New,3219.0,1,1,0,0,0,2,40,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sare crescent parc★,sector 92,0.8,4211.0,4,3,2,10.0,Relatively New,1719.0,0,0,0,0,1,2,37,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,floor type society,sector 11,0.4,741.0,2,2,1,1.0,Relatively New,5400.0,0,0,0,0,0,2,7,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,ss the leaf★,sector 85,2.0,8306.0,3,4,3,6.0,Relatively New,2300.0,0,1,0,0,0,2,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar digihomes,sector 62,2.45,16003.0,2,2,2,7.0,New Property,1111.0,1,0,0,0,0,0,174,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,mm heights,sector 65,3.67,17990.0,3,3,2,27.0,Under Construction,2040.0,0,1,0,0,0,2,43,"28.4030° N, 77.0690° E",28.403,77.069
flat,tata primanti★,sector 72,4.25,13077.0,4,4,3+,0.0,Relatively New,2941.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,ats tourmaline★,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,1946.0,0,1,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,chd avenue ★,sector 71,1.32,6019.0,4,4,3,14.0,Moderately Old,1985.0,0,1,0,0,0,2,65,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,shree vardhman flora★,sector 90,0.65,4815.0,2,2,3,6.0,Relatively New,1222.0,1,0,0,0,0,2,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1.0,New Property,1624.0,0,1,1,0,0,1,139,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,puri the aravallis,sector 61,3.87,17200.0,3,4,3+,21.0,Under Construction,2250.0,0,1,0,0,0,2,58,"28.4050° N, 77.0963° E",28.405,77.0963
flat,pioneer park★,sector 61,3.6,12627.0,4,4,3,3.0,Moderately Old,2580.0,0,1,0,0,0,1,121,"28.4050° N, 77.0963° E",28.405,77.0963
flat,tulip violet★,sector 69,1.55,9639.0,3,3,2,2.0,Relatively New,1455.0,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,shapoorji pallonji joyville gurugram★,sector 102,2.15,12707.0,3,3,3,10.0,Relatively New,1690.0,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,3925.0,1,1,1,0,0,1,158,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,pyramid urban homes,sector 86,0.44,813.0,2,2,2,6.0,Relatively New,5409.0,0,0,0,0,0,1,63,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,emaar mgf palm hills★,sector 77,1.5,12744.0,3,3,3,4.0,Relatively New,1310.0,0,0,0,0,0,1,97,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,vatika the seven lamps★,sector 82,0.85,5977.0,2,2,2,9.0,Relatively New,1294.0,1,0,0,0,0,2,117,"28.3935° N, 76.9600° E",28.3935,76.96
flat,mm woodshire★,sector 107,1.65,5961.0,4,5,3+,12.0,Relatively New,2505.0,0,1,0,0,0,2,21,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,Relatively New,1068.0,0,0,0,0,0,2,26,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mm heights,sector 65,2.65,18493.0,2,2,3,4.0,New Property,1433.0,1,0,0,0,0,2,38,"28.4030° N, 77.0690° E",28.403,77.069
flat,ss the leaf★,sector 85,1.3,7780.0,2,2,3+,16.0,Relatively New,1406.0,0,0,1,0,0,2,148,"28.4042° N, 76.9513° E",28.4042,76.9513
